央视频道,#genre#
山东卫视,http://123.121.2.167:4000/rtp/239.3.1.209:8052,1.0
山东卫视,http://111.196.129.152:20000/rtp/239.3.1.209:8052,0.83
山东卫视,http://114.252.238.87:8000/rtp/239.3.1.209:8052,0.79
山东卫视,http://123.118.229.243:9090/rtp/239.3.1.209:8052,0.78
山东卫视,http://123.118.159.0:8686/rtp/239.3.1.209:8052,0.73
山东卫视,http://60.2.190.206:4000/rtp/239.253.92.207:8109,0.69
山东卫视,http://115.171.216.209:4000/rtp/225.1.8.138:8148,0.65
山东卫视,http://175.173.198.22:9001/rtp/232.0.0.131:1234,0.63
山东卫视,http://222.128.86.76:8133/rtp/239.3.1.209:8052,0.62
山东卫视,http://123.113.187.204:8000/rtp/239.3.1.209:8052,0.61
山东卫视,http://123.113.189.90:8001/rtp/239.3.1.209:8052,0.61
山东卫视,http://114.243.110.0:4000/rtp/239.3.1.209:8052,0.61
山东卫视,http://222.129.139.229:8888/rtp/239.3.1.209:8052,0.61
山东卫视,http://175.146.122.104:8888/rtp/232.0.0.131:1234,0.6
山东卫视,http://114.254.85.102:8888/rtp/239.3.1.209:8052,0.6
山东卫视,http://60.10.106.114:555/rtp/239.253.92.207:8109,0.58
山西卫视,http://175.173.198.22:9009/rtp/232.0.0.86:1234,1.83
山西卫视,http://175.173.198.22:9010/rtp/232.0.0.86:1234,1.28
山西卫视,http://175.173.198.22:9020/rtp/232.0.0.86:1234,1.23
山西卫视,http://221.219.79.161:4000/rtp/239.3.1.42:8172,1.01
山西卫视,http://114.246.96.72:4000/rtp/239.3.1.42:8172,1.01
山西卫视,http://123.121.2.167:4000/rtp/239.3.1.42:8172,1.0
山西卫视,http://111.196.129.152:20000/rtp/239.3.1.42:8172,0.83
山西卫视,http://114.252.238.87:8000/rtp/239.3.1.42:8172,0.79
山西卫视,http://123.118.229.243:9090/rtp/239.3.1.42:8172,0.78
山西卫视,http://123.118.159.0:8686/rtp/239.3.1.42:8172,0.73
山西卫视,http://115.171.216.209:4000/rtp/225.1.8.155:8172,0.65
山西卫视,http://175.173.198.22:9001/rtp/232.0.0.86:1234,0.63
山西卫视,http://222.128.86.76:8133/rtp/239.3.1.42:8172,0.62
山西卫视,http://123.113.187.204:8000/rtp/239.3.1.42:8172,0.61
山西卫视,http://123.113.189.90:8001/rtp/239.3.1.42:8172,0.61
山西卫视,http://114.243.110.0:4000/rtp/239.3.1.42:8172,0.61
山西卫视,http://222.129.139.229:8888/rtp/239.3.1.42:8172,0.61
山西卫视,http://175.146.122.104:8888/rtp/232.0.0.86:1234,0.6
山西卫视,http://114.254.85.102:8888/rtp/239.3.1.42:8172,0.6
广东卫视,http://175.173.198.22:9009/rtp/232.0.0.130:1234,1.83
广东卫视,http://175.173.198.22:9010/rtp/232.0.0.130:1234,1.28
广东卫视,http://175.173.198.22:9020/rtp/232.0.0.130:1234,1.23
广东卫视,http://221.219.79.161:4000/rtp/239.3.1.142:8048,1.01
广东卫视,http://114.246.96.72:4000/rtp/239.3.1.142:8048,1.01
广东卫视,http://123.121.2.167:4000/rtp/239.3.1.142:8048,1.0
广东卫视,http://111.196.129.152:20000/rtp/239.3.1.142:8048,0.83
广东卫视,http://114.252.238.87:8000/rtp/239.3.1.142:8048,0.79
广东卫视,http://123.118.229.243:9090/rtp/239.3.1.142:8048,0.78
广东卫视,http://123.118.159.0:8686/rtp/239.3.1.142:8048,0.73
广东卫视,http://60.2.190.206:4000/rtp/239.253.92.206:8108,0.69
广东卫视,http://115.171.216.209:4000/rtp/225.1.8.151:8132,0.65
广东卫视,http://175.173.198.22:9001/rtp/232.0.0.130:1234,0.63
广东卫视,http://222.128.86.76:8133/rtp/239.3.1.142:8048,0.62
广东卫视,http://123.113.187.204:8000/rtp/239.3.1.142:8048,0.61
广东卫视,http://123.113.189.90:8001/rtp/239.3.1.142:8048,0.61
广东卫视,http://114.243.110.0:4000/rtp/239.3.1.142:8048,0.61
广东卫视,http://222.129.139.229:8888/rtp/239.3.1.142:8048,0.61
广东卫视,http://175.146.122.104:8888/rtp/232.0.0.130:1234,0.6
广东卫视,http://114.254.85.102:8888/rtp/239.3.1.142:8048,0.6
广东卫视,http://60.10.106.114:555/rtp/239.253.92.206:8108,0.58
广西卫视,http://175.173.198.22:9009/rtp/232.0.0.76:1234,1.83
广西卫视,http://175.173.198.22:9010/rtp/232.0.0.76:1234,1.28
广西卫视,http://175.173.198.22:9020/rtp/232.0.0.76:1234,1.23
广西卫视,http://221.219.79.161:4000/rtp/239.3.1.39:8300,1.01
广西卫视,http://114.246.96.72:4000/rtp/239.3.1.39:8300,1.01
广西卫视,http://123.121.2.167:4000/rtp/239.3.1.39:8300,1.0
广西卫视,http://111.196.129.152:20000/rtp/239.3.1.39:8300,0.83
广西卫视,http://114.252.238.87:8000/rtp/239.3.1.39:8300,0.79
广西卫视,http://123.118.229.243:9090/rtp/239.3.1.39:8300,0.78
广西卫视,http://123.118.159.0:8686/rtp/239.3.1.39:8300,0.73
广西卫视,http://60.2.190.206:4000/rtp/239.253.92.76:8043,0.69
广西卫视,http://115.171.216.209:4000/rtp/225.1.8.152:8300,0.65
广西卫视,http://175.173.198.22:9001/rtp/232.0.0.76:1234,0.63
广西卫视,http://222.128.86.76:8133/rtp/239.3.1.39:8300,0.62
广西卫视,http://123.113.187.204:8000/rtp/239.3.1.39:8300,0.61
广西卫视,http://123.113.189.90:8001/rtp/239.3.1.39:8300,0.61
广西卫视,http://114.243.110.0:4000/rtp/239.3.1.39:8300,0.61
广西卫视,http://222.129.139.229:8888/rtp/239.3.1.39:8300,0.61
广西卫视,http://175.146.122.104:8888/rtp/232.0.0.76:1234,0.6
广西卫视,http://114.254.85.102:8888/rtp/239.3.1.39:8300,0.6
广西卫视,http://60.10.106.114:555/rtp/239.253.92.76:8043,0.58
延边卫视,http://175.173.198.22:9009/rtp/232.0.0.161:1234,1.83
延边卫视,http://175.173.198.22:9010/rtp/232.0.0.161:1234,1.28
延边卫视,http://175.173.198.22:9020/rtp/232.0.0.161:1234,1.23
延边卫视,http://175.173.198.22:9001/rtp/232.0.0.161:1234,0.63
延边卫视,http://175.146.122.104:8888/rtp/232.0.0.161:1234,0.6
江苏卫视,http://175.173.198.22:9009/rtp/232.0.0.116:1234,1.83
江苏卫视,http://175.173.198.22:9010/rtp/232.0.0.116:1234,1.28
江苏卫视,http://175.173.198.22:9020/rtp/232.0.0.116:1234,1.23
江苏卫视,http://221.219.79.161:4000/rtp/239.3.1.135:8028,1.01
江苏卫视,http://114.246.96.72:4000/rtp/239.3.1.135:8028,1.01
江苏卫视,http://123.121.2.167:4000/rtp/239.3.1.135:8028,1.0
江苏卫视,http://111.196.129.152:20000/rtp/239.3.1.135:8028,0.83
江苏卫视,http://114.252.238.87:8000/rtp/239.3.1.135:8028,0.79
江苏卫视,http://123.118.229.243:9090/rtp/239.3.1.135:8028,0.78
江苏卫视,http://123.118.159.0:8686/rtp/239.3.1.135:8028,0.73
江苏卫视,http://60.2.190.206:4000/rtp/239.253.92.88:8018,0.69
江苏卫视,http://115.171.216.209:4000/rtp/225.1.8.134:8276,0.65
江苏卫视,http://175.173.198.22:9001/rtp/232.0.0.116:1234,0.63
江苏卫视,http://222.128.86.76:8133/rtp/239.3.1.135:8028,0.62
江苏卫视,http://123.113.187.204:8000/rtp/239.3.1.135:8028,0.61
江苏卫视,http://123.113.189.90:8001/rtp/239.3.1.135:8028,0.61
江苏卫视,http://114.243.110.0:4000/rtp/239.3.1.135:8028,0.61
江苏卫视,http://222.129.139.229:8888/rtp/239.3.1.135:8028,0.61
江苏卫视,http://175.146.122.104:8888/rtp/232.0.0.116:1234,0.6
江苏卫视,http://114.254.85.102:8888/rtp/239.3.1.135:8028,0.6
江苏卫视,http://60.10.106.114:555/rtp/239.253.92.88:8018,0.58
江西卫视,http://175.173.198.22:9009/rtp/232.0.0.82:1234,1.83
江西卫视,http://175.173.198.22:9010/rtp/232.0.0.82:1234,1.28
江西卫视,http://175.173.198.22:9020/rtp/232.0.0.82:1234,1.23
江西卫视,http://221.219.79.161:4000/rtp/239.3.1.123:8164,1.01
江西卫视,http://114.246.96.72:4000/rtp/239.3.1.123:8164,1.01
江西卫视,http://123.121.2.167:4000/rtp/239.3.1.123:8164,1.0
江西卫视,http://111.196.129.152:20000/rtp/239.3.1.123:8164,0.83
江西卫视,http://114.252.238.87:8000/rtp/239.3.1.123:8164,0.79
江西卫视,http://123.118.229.243:9090/rtp/239.3.1.123:8164,0.78
江西卫视,http://123.118.159.0:8686/rtp/239.3.1.123:8164,0.73
江西卫视,http://60.2.190.206:4000/rtp/239.253.92.19:6145,0.69
江西卫视,http://115.171.216.209:4000/rtp/225.1.1.9:8164,0.65
江西卫视,http://175.173.198.22:9001/rtp/232.0.0.82:1234,0.63
江西卫视,http://222.128.86.76:8133/rtp/239.3.1.123:8164,0.62
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164,0.61
江西卫视,http://123.113.189.90:8001/rtp/239.3.1.123:8164,0.61
江西卫视,http://114.243.110.0:4000/rtp/239.3.1.123:8164,0.61
江西卫视,http://222.129.139.229:8888/rtp/239.3.1.123:8164,0.61
江西卫视,http://175.146.122.104:8888/rtp/232.0.0.82:1234,0.6
江西卫视,http://114.254.85.102:8888/rtp/239.3.1.123:8164,0.6
江西卫视,http://60.10.106.114:555/rtp/239.253.92.19:6145,0.58
河北卫视,http://175.173.198.22:9009/rtp/232.0.0.49:1234,1.83
河北卫视,http://175.173.198.22:9010/rtp/232.0.0.49:1234,1.28
河北卫视,http://175.173.198.22:9020/rtp/232.0.0.49:1234,1.23
河北卫视,http://221.219.79.161:4000/rtp/239.3.1.148:8072,1.01
河北卫视,http://114.246.96.72:4000/rtp/239.3.1.148:8072,1.01
河北卫视,http://123.121.2.167:4000/rtp/239.3.1.148:8072,1.0
河北卫视,http://111.196.129.152:20000/rtp/239.3.1.148:8072,0.83
河北卫视,http://114.252.238.87:8000/rtp/239.3.1.148:8072,0.79
河北卫视,http://123.118.229.243:9090/rtp/239.3.1.148:8072,0.78
河北卫视,http://123.118.159.0:8686/rtp/239.3.1.148:8072,0.73
河北卫视,http://60.2.190.206:4000/rtp/239.253.92.154:6011,0.69
河北卫视,http://115.171.216.209:4000/rtp/225.1.8.150:8292,0.65
河北卫视,http://175.173.198.22:9001/rtp/232.0.0.49:1234,0.63
河北卫视,http://222.128.86.76:8133/rtp/239.3.1.148:8072,0.62
河北卫视,http://123.113.187.204:8000/rtp/239.3.1.148:8072,0.61
河北卫视,http://123.113.189.90:8001/rtp/239.3.1.148:8072,0.61
河北卫视,http://114.243.110.0:4000/rtp/239.3.1.148:8072,0.61
河北卫视,http://222.129.139.229:8888/rtp/239.3.1.148:8072,0.61
河北卫视,http://175.146.122.104:8888/rtp/232.0.0.49:1234,0.6
河北卫视,http://114.254.85.102:8888/rtp/239.3.1.148:8072,0.6
河北卫视,http://60.10.106.114:555/rtp/239.253.92.154:6011,0.58
河南卫视,http://175.173.198.22:9009/rtp/232.0.0.80:1234,1.83
河南卫视,http://175.173.198.22:9010/rtp/232.0.0.80:1234,1.28
河南卫视,http://175.173.198.22:9020/rtp/232.0.0.80:1234,1.23
河南卫视,http://221.219.79.161:4000/rtp/239.3.1.27:8128,1.01
河南卫视,http://114.246.96.72:4000/rtp/239.3.1.27:8128,1.01
河南卫视,http://123.121.2.167:4000/rtp/239.3.1.27:8128,1.0
河南卫视,http://111.196.129.152:20000/rtp/239.3.1.27:8128,0.83
河南卫视,http://114.252.238.87:8000/rtp/239.3.1.27:8128,0.79
河南卫视,http://123.118.229.243:9090/rtp/239.3.1.27:8128,0.78
河南卫视,http://123.118.159.0:8686/rtp/239.3.1.27:8128,0.73
河南卫视,http://60.2.190.206:4000/rtp/239.253.92.137:6144,0.69
河南卫视,http://115.171.216.209:4000/rtp/225.1.8.140:8128,0.65
河南卫视,http://175.173.198.22:9001/rtp/232.0.0.80:1234,0.63
河南卫视,http://222.128.86.76:8133/rtp/239.3.1.27:8128,0.62
河南卫视,http://123.113.187.204:8000/rtp/239.3.1.27:8128,0.61
河南卫视,http://123.113.189.90:8001/rtp/239.3.1.27:8128,0.61
河南卫视,http://114.243.110.0:4000/rtp/239.3.1.27:8128,0.61
河南卫视,http://222.129.139.229:8888/rtp/239.3.1.27:8128,0.61
河南卫视,http://175.146.122.104:8888/rtp/232.0.0.80:1234,0.6
河南卫视,http://114.254.85.102:8888/rtp/239.3.1.27:8128,0.6
河南卫视,http://60.10.106.114:555/rtp/239.253.92.137:6144,0.58
浙江卫视,http://175.173.198.22:9009/rtp/232.0.0.123:1234,1.83
浙江卫视,http://175.173.198.22:9010/rtp/232.0.0.123:1234,1.28
浙江卫视,http://175.173.198.22:9020/rtp/232.0.0.123:1234,1.23
浙江卫视,http://221.219.79.161:4000/rtp/239.3.1.137:8036,1.01
浙江卫视,http://114.246.96.72:4000/rtp/239.3.1.137:8036,1.01
浙江卫视,http://123.121.2.167:4000/rtp/239.3.1.137:8036,1.0
浙江卫视,http://111.196.129.152:20000/rtp/239.3.1.137:8036,0.83
浙江卫视,http://114.252.238.87:8000/rtp/239.3.1.137:8036,0.79
浙江卫视,http://123.118.229.243:9090/rtp/239.3.1.137:8036,0.78
浙江卫视,http://123.118.159.0:8686/rtp/239.3.1.137:8036,0.73
浙江卫视,http://60.2.190.206:4000/rtp/239.253.92.90:8020,0.69
浙江卫视,http://115.171.216.209:4000/rtp/225.1.8.133:8284,0.65
浙江卫视,http://175.173.198.22:9001/rtp/232.0.0.123:1234,0.63
浙江卫视,http://222.128.86.76:8133/rtp/239.3.1.137:8036,0.62
浙江卫视,http://123.113.187.204:8000/rtp/239.3.1.137:8036,0.61
浙江卫视,http://123.113.189.90:8001/rtp/239.3.1.137:8036,0.61
浙江卫视,http://114.243.110.0:4000/rtp/239.3.1.137:8036,0.61
浙江卫视,http://222.129.139.229:8888/rtp/239.3.1.137:8036,0.61
浙江卫视,http://175.146.122.104:8888/rtp/232.0.0.123:1234,0.6
浙江卫视,http://114.254.85.102:8888/rtp/239.3.1.137:8036,0.6
浙江卫视,http://60.10.106.114:555/rtp/239.253.92.90:8020,0.58
海南卫视,http://175.173.198.22:9009/rtp/232.0.0.26:1234,1.83
海南卫视,http://175.173.198.22:9010/rtp/232.0.0.26:1234,1.28
海南卫视,http://175.173.198.22:9020/rtp/232.0.0.26:1234,1.23
海南卫视,http://221.219.79.161:4000/rtp/239.3.1.45:8304,1.01
海南卫视,http://114.246.96.72:4000/rtp/239.3.1.45:8304,1.01
海南卫视,http://123.121.2.167:4000/rtp/239.3.1.45:8304,1.0
海南卫视,http://111.196.129.152:20000/rtp/239.3.1.45:8304,0.83
海南卫视,http://114.252.238.87:8000/rtp/239.3.1.45:8304,0.79
海南卫视,http://123.118.229.243:9090/rtp/239.3.1.45:8304,0.78
海南卫视,http://123.118.159.0:8686/rtp/239.3.1.45:8304,0.73
海南卫视,http://60.2.190.206:4000/rtp/239.253.93.155:6323,0.69
海南卫视,http://115.171.216.209:4000/rtp/225.1.8.158:8304,0.65
海南卫视,http://175.173.198.22:9001/rtp/232.0.0.26:1234,0.63
海南卫视,http://222.128.86.76:8133/rtp/239.3.1.45:8304,0.62
海南卫视,http://123.113.187.204:8000/rtp/239.3.1.45:8304,0.61
海南卫视,http://123.113.189.90:8001/rtp/239.3.1.45:8304,0.61
海南卫视,http://114.243.110.0:4000/rtp/239.3.1.45:8304,0.61
海南卫视,http://222.129.139.229:8888/rtp/239.3.1.45:8304,0.61
海南卫视,http://175.146.122.104:8888/rtp/232.0.0.26:1234,0.6
海南卫视,http://114.254.85.102:8888/rtp/239.3.1.45:8304,0.6
海南卫视,http://60.10.106.114:555/rtp/239.253.93.155:6323,0.58
深圳卫视,http://175.173.198.22:9009/rtp/232.0.0.110:1234,1.83
深圳卫视,http://175.173.198.22:9010/rtp/232.0.0.110:1234,1.28
深圳卫视,http://175.173.198.22:9020/rtp/232.0.0.110:1234,1.23
深圳卫视,http://221.219.79.161:4000/rtp/239.3.1.134:8020,1.01
深圳卫视,http://114.246.96.72:4000/rtp/239.3.1.134:8020,1.01
深圳卫视,http://123.121.2.167:4000/rtp/239.3.1.134:8020,1.0
深圳卫视,http://111.196.129.152:20000/rtp/239.3.1.134:8020,0.83
深圳卫视,http://114.252.238.87:8000/rtp/239.3.1.134:8020,0.79
深圳卫视,http://123.118.229.243:9090/rtp/239.3.1.134:8020,0.78
深圳卫视,http://123.118.159.0:8686/rtp/239.3.1.134:8020,0.73
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017,0.69
深圳卫视,http://115.171.216.209:4000/rtp/225.1.8.145:9244,0.65
深圳卫视,http://175.173.198.22:9001/rtp/232.0.0.110:1234,0.63
深圳卫视,http://222.128.86.76:8133/rtp/239.3.1.134:8020,0.62
深圳卫视,http://123.113.187.204:8000/rtp/239.3.1.134:8020,0.61
深圳卫视,http://123.113.189.90:8001/rtp/239.3.1.134:8020,0.61
深圳卫视,http://114.243.110.0:4000/rtp/239.3.1.134:8020,0.61
深圳卫视,http://222.129.139.229:8888/rtp/239.3.1.134:8020,0.61
深圳卫视,http://175.146.122.104:8888/rtp/232.0.0.110:1234,0.6
深圳卫视,http://114.254.85.102:8888/rtp/239.3.1.134:8020,0.6
深圳卫视,http://60.10.106.114:555/rtp/239.253.92.86:8017,0.58
湖北卫视,http://175.173.198.22:9009/rtp/232.0.0.124:1234,1.83
湖北卫视,http://175.173.198.22:9010/rtp/232.0.0.124:1234,1.28
湖北卫视,http://175.173.198.22:9020/rtp/232.0.0.124:1234,1.23
湖北卫视,http://221.219.79.161:4000/rtp/239.3.1.138:8044,1.01
湖北卫视,http://114.246.96.72:4000/rtp/239.3.1.138:8044,1.01
湖北卫视,http://123.121.2.167:4000/rtp/239.3.1.138:8044,1.0
湖北卫视,http://111.196.129.152:20000/rtp/239.3.1.138:8044,0.83
湖北卫视,http://114.252.238.87:8000/rtp/239.3.1.138:8044,0.79
湖北卫视,http://123.118.229.243:9090/rtp/239.3.1.138:8044,0.78
湖北卫视,http://123.118.159.0:8686/rtp/239.3.1.138:8044,0.73
湖北卫视,http://60.2.190.206:4000/rtp/239.253.92.210:6567,0.69
湖北卫视,http://115.171.216.209:4000/rtp/225.1.8.146:8136,0.65
湖北卫视,http://175.173.198.22:9001/rtp/232.0.0.124:1234,0.63
湖北卫视,http://222.128.86.76:8133/rtp/239.3.1.138:8044,0.62
湖北卫视,http://123.113.187.204:8000/rtp/239.3.1.138:8044,0.61
湖北卫视,http://123.113.189.90:8001/rtp/239.3.1.138:8044,0.61
湖北卫视,http://114.243.110.0:4000/rtp/239.3.1.138:8044,0.61
湖北卫视,http://222.129.139.229:8888/rtp/239.3.1.138:8044,0.61
湖北卫视,http://175.146.122.104:8888/rtp/232.0.0.124:1234,0.6
湖北卫视,http://114.254.85.102:8888/rtp/239.3.1.138:8044,0.6
湖北卫视,http://60.10.106.114:555/rtp/239.253.92.210:6567,0.58
湖南卫视,http://175.173.198.22:9009/rtp/232.0.0.115:1234,1.83
湖南卫视,http://175.173.198.22:9010/rtp/232.0.0.115:1234,1.28
湖南卫视,http://175.173.198.22:9020/rtp/232.0.0.115:1234,1.23
湖南卫视,http://221.219.79.161:4000/rtp/239.3.1.132:8012,1.01
湖南卫视,http://114.246.96.72:4000/rtp/239.3.1.132:8012,1.01
湖南卫视,http://123.121.2.167:4000/rtp/239.3.1.132:8012,1.0
湖南卫视,http://111.196.129.152:20000/rtp/239.3.1.132:8012,0.83
湖南卫视,http://114.252.238.87:8000/rtp/239.3.1.132:8012,0.79
湖南卫视,http://123.118.229.243:9090/rtp/239.3.1.132:8012,0.78
湖南卫视,http://123.118.159.0:8686/rtp/239.3.1.132:8012,0.73
湖南卫视,http://60.2.190.206:4000/rtp/239.253.92.84:8015,0.69
湖南卫视,http://115.171.216.209:4000/rtp/225.1.8.132:8064,0.65
湖南卫视,http://175.173.198.22:9001/rtp/232.0.0.115:1234,0.63
湖南卫视,http://222.128.86.76:8133/rtp/239.3.1.132:8012,0.62
湖南卫视,http://123.113.187.204:8000/rtp/239.3.1.132:8012,0.61
湖南卫视,http://123.113.189.90:8001/rtp/239.3.1.132:8012,0.61
湖南卫视,http://114.243.110.0:4000/rtp/239.3.1.132:8012,0.61
湖南卫视,http://222.129.139.229:8888/rtp/239.3.1.132:8012,0.61
湖南卫视,http://175.146.122.104:8888/rtp/232.0.0.115:1234,0.6
湖南卫视,http://114.254.85.102:8888/rtp/239.3.1.132:8012,0.6
湖南卫视,http://60.10.106.114:555/rtp/239.253.92.84:8015,0.58
甘肃卫视,http://175.173.198.22:9009/rtp/232.0.0.50:1234,1.83
甘肃卫视,http://175.173.198.22:9010/rtp/232.0.0.50:1234,1.28
甘肃卫视,http://175.173.198.22:9020/rtp/232.0.0.50:1234,1.23
甘肃卫视,http://221.219.79.161:4000/rtp/239.3.1.49:8188,1.01
甘肃卫视,http://114.246.96.72:4000/rtp/239.3.1.49:8188,1.01
甘肃卫视,http://123.121.2.167:4000/rtp/239.3.1.49:8188,1.0
甘肃卫视,http://111.196.129.152:20000/rtp/239.3.1.49:8188,0.83
甘肃卫视,http://114.252.238.87:8000/rtp/239.3.1.49:8188,0.79
甘肃卫视,http://123.118.229.243:9090/rtp/239.3.1.49:8188,0.78
甘肃卫视,http://123.118.159.0:8686/rtp/239.3.1.49:8188,0.73
甘肃卫视,http://115.171.216.209:4000/rtp/225.1.8.162:8188,0.65
甘肃卫视,http://175.173.198.22:9001/rtp/232.0.0.50:1234,0.63
甘肃卫视,http://222.128.86.76:8133/rtp/239.3.1.49:8188,0.62
甘肃卫视,http://123.113.187.204:8000/rtp/239.3.1.49:8188,0.61
甘肃卫视,http://123.113.189.90:8001/rtp/239.3.1.49:8188,0.61
甘肃卫视,http://114.243.110.0:4000/rtp/239.3.1.49:8188,0.61
甘肃卫视,http://222.129.139.229:8888/rtp/239.3.1.49:8188,0.61
甘肃卫视,http://175.146.122.104:8888/rtp/232.0.0.50:1234,0.6
甘肃卫视,http://114.254.85.102:8888/rtp/239.3.1.49:8188,0.6
西藏卫视,http://175.173.198.22:9009/rtp/232.0.0.114:1234,1.83
西藏卫视,http://175.173.198.22:9010/rtp/232.0.0.114:1234,1.28
西藏卫视,http://175.173.198.22:9020/rtp/232.0.0.114:1234,1.23
西藏卫视,http://221.219.79.161:4000/rtp/239.3.1.47:8164,1.01
西藏卫视,http://114.246.96.72:4000/rtp/239.3.1.47:8164,1.01
西藏卫视,http://123.121.2.167:4000/rtp/239.3.1.47:8164,1.0
西藏卫视,http://111.196.129.152:20000/rtp/239.3.1.47:8164,0.83
西藏卫视,http://114.252.238.87:8000/rtp/239.3.1.47:8164,0.79
西藏卫视,http://123.118.229.243:9090/rtp/239.3.1.47:8164,0.78
西藏卫视,http://123.118.159.0:8686/rtp/239.3.1.47:8164,0.73
西藏卫视,http://115.171.216.209:4000/rtp/225.1.8.160:8164,0.65
西藏卫视,http://175.173.198.22:9001/rtp/232.0.0.114:1234,0.63
西藏卫视,http://222.128.86.76:8133/rtp/239.3.1.47:8164,0.62
西藏卫视,http://123.113.187.204:8000/rtp/239.3.1.47:8164,0.61
西藏卫视,http://123.113.189.90:8001/rtp/239.3.1.47:8164,0.61
西藏卫视,http://114.243.110.0:4000/rtp/239.3.1.47:8164,0.61
西藏卫视,http://222.129.139.229:8888/rtp/239.3.1.47:8164,0.61
西藏卫视,http://175.146.122.104:8888/rtp/232.0.0.114:1234,0.6
西藏卫视,http://114.254.85.102:8888/rtp/239.3.1.47:8164,0.6
贵州卫视,http://175.173.198.22:9009/rtp/232.0.0.181:1234,1.83
贵州卫视,http://175.173.198.22:9010/rtp/232.0.0.181:1234,1.28
贵州卫视,http://175.173.198.22:9020/rtp/232.0.0.181:1234,1.23
贵州卫视,http://221.219.79.161:4000/rtp/239.3.1.149:8076,1.01
贵州卫视,http://114.246.96.72:4000/rtp/239.3.1.149:8076,1.01
贵州卫视,http://123.121.2.167:4000/rtp/239.3.1.149:8076,1.0
贵州卫视,http://111.196.129.152:20000/rtp/239.3.1.149:8076,0.83
贵州卫视,http://114.252.238.87:8000/rtp/239.3.1.149:8076,0.79
贵州卫视,http://123.118.229.243:9090/rtp/239.3.1.149:8076,0.78
贵州卫视,http://123.118.159.0:8686/rtp/239.3.1.149:8076,0.73
贵州卫视,http://60.2.190.206:4000/rtp/239.253.92.105:6055,0.69
贵州卫视,http://115.171.216.209:4000/rtp/225.1.8.144:8120,0.65
贵州卫视,http://175.173.198.22:9001/rtp/232.0.0.181:1234,0.63
贵州卫视,http://222.128.86.76:8133/rtp/239.3.1.149:8076,0.62
贵州卫视,http://123.113.187.204:8000/rtp/239.3.1.149:8076,0.61
贵州卫视,http://123.113.189.90:8001/rtp/239.3.1.149:8076,0.61
贵州卫视,http://114.243.110.0:4000/rtp/239.3.1.149:8076,0.61
贵州卫视,http://222.129.139.229:8888/rtp/239.3.1.149:8076,0.61
贵州卫视,http://175.146.122.104:8888/rtp/232.0.0.181:1234,0.6
贵州卫视,http://114.254.85.102:8888/rtp/239.3.1.149:8076,0.6
贵州卫视,http://60.10.106.114:555/rtp/239.253.92.105:6055,0.58
辽宁卫视,http://175.173.198.22:9009/rtp/232.0.0.126:1234,1.83
辽宁卫视,http://175.173.198.22:9010/rtp/232.0.0.126:1234,1.28
辽宁卫视,http://175.173.198.22:9020/rtp/232.0.0.126:1234,1.23
辽宁卫视,http://221.219.79.161:4000/rtp/239.3.1.210:8056,1.01
辽宁卫视,http://114.246.96.72:4000/rtp/239.3.1.210:8056,1.01
辽宁卫视,http://123.121.2.167:4000/rtp/239.3.1.210:8056,1.0
辽宁卫视,http://111.196.129.152:20000/rtp/239.3.1.210:8056,0.83
辽宁卫视,http://114.252.238.87:8000/rtp/239.3.1.210:8056,0.79
辽宁卫视,http://123.118.229.243:9090/rtp/239.3.1.210:8056,0.78
辽宁卫视,http://123.118.159.0:8686/rtp/239.3.1.210:8056,0.73
辽宁卫视,http://60.2.190.206:4000/rtp/239.253.92.115:6056,0.69
辽宁卫视,http://115.171.216.209:4000/rtp/225.1.8.137:8116,0.65
辽宁卫视,http://175.173.198.22:9001/rtp/232.0.0.126:1234,0.63
辽宁卫视,http://222.128.86.76:8133/rtp/239.3.1.210:8056,0.62
辽宁卫视,http://123.113.187.204:8000/rtp/239.3.1.210:8056,0.61
辽宁卫视,http://123.113.189.90:8001/rtp/239.3.1.210:8056,0.61
辽宁卫视,http://114.243.110.0:4000/rtp/239.3.1.210:8056,0.61
辽宁卫视,http://222.129.139.229:8888/rtp/239.3.1.210:8056,0.61
辽宁卫视,http://175.146.122.104:8888/rtp/232.0.0.126:1234,0.6
辽宁卫视,http://114.254.85.102:8888/rtp/239.3.1.210:8056,0.6
辽宁卫视,http://60.10.106.114:555/rtp/239.253.92.115:6056,0.58
重庆卫视,http://175.173.198.22:9009/rtp/232.0.0.186:1234,1.83
重庆卫视,http://175.173.198.22:9010/rtp/232.0.0.186:1234,1.28
重庆卫视,http://175.173.198.22:9020/rtp/232.0.0.186:1234,1.23
重庆卫视,http://221.219.79.161:4000/rtp/239.3.1.122:8160,1.01
重庆卫视,http://114.246.96.72:4000/rtp/239.3.1.122:8160,1.01
重庆卫视,http://123.121.2.167:4000/rtp/239.3.1.122:8160,1.0
重庆卫视,http://111.196.129.152:20000/rtp/239.3.1.122:8160,0.83
重庆卫视,http://114.252.238.87:8000/rtp/239.3.1.122:8160,0.79
重庆卫视,http://123.118.229.243:9090/rtp/239.3.1.122:8160,0.78
重庆卫视,http://123.118.159.0:8686/rtp/239.3.1.122:8160,0.73
重庆卫视,http://60.2.190.206:4000/rtp/239.253.92.10:6053,0.69
