央视频道,#genre#
CCTV15,http://222.128.86.76:8133/rtp/239.3.1.153:8136,0.62
CCTV15,http://123.113.187.204:8000/rtp/239.3.1.153:8136,0.61
CCTV15,http://123.113.189.90:8001/rtp/239.3.1.153:8136,0.61
CCTV15,http://114.243.110.0:4000/rtp/239.3.1.153:8136,0.61
CCTV15,http://222.129.139.229:8888/rtp/239.3.1.153:8136,0.61
CCTV15,http://175.146.122.104:8888/rtp/232.0.0.179:1234,0.6
CCTV15,http://114.254.85.102:8888/rtp/239.3.1.153:8136,0.6
CCTV15,http://60.10.106.114:555/rtp/239.253.93.154:6322,0.58
CCTV16,http://175.173.198.22:9009/rtp/232.0.0.182:1234,1.83
CCTV16,http://175.173.198.22:9010/rtp/232.0.0.182:1234,1.28
CCTV16,http://175.173.198.22:9020/rtp/232.0.0.182:1234,1.23
CCTV16,http://221.219.79.161:4000/rtp/239.3.1.183:8001,1.01
CCTV16,http://221.219.79.161:4000/rtp/239.3.1.184:8001,1.01
CCTV16,http://114.246.96.72:4000/rtp/239.3.1.183:8001,1.01
CCTV16,http://114.246.96.72:4000/rtp/239.3.1.184:8001,1.01
CCTV16,http://123.121.2.167:4000/rtp/239.3.1.183:8001,1.0
CCTV16,http://123.121.2.167:4000/rtp/239.3.1.184:8001,1.0
CCTV16,http://111.196.129.152:20000/rtp/239.3.1.183:8001,0.83
CCTV16,http://111.196.129.152:20000/rtp/239.3.1.184:8001,0.83
CCTV16,http://114.252.238.87:8000/rtp/239.3.1.183:8001,0.79
CCTV16,http://114.252.238.87:8000/rtp/239.3.1.184:8001,0.79
CCTV16,http://123.118.229.243:9090/rtp/239.3.1.183:8001,0.78
CCTV16,http://123.118.229.243:9090/rtp/239.3.1.184:8001,0.78
CCTV16,http://123.118.159.0:8686/rtp/239.3.1.183:8001,0.73
CCTV16,http://123.118.159.0:8686/rtp/239.3.1.184:8001,0.73
CCTV16,http://175.173.198.22:9001/rtp/232.0.0.182:1234,0.63
CCTV16,http://222.128.86.76:8133/rtp/239.3.1.183:8001,0.62
CCTV16,http://222.128.86.76:8133/rtp/239.3.1.184:8001,0.62
CCTV16,http://123.113.187.204:8000/rtp/239.3.1.183:8001,0.61
CCTV16,http://123.113.187.204:8000/rtp/239.3.1.184:8001,0.61
CCTV16,http://123.113.189.90:8001/rtp/239.3.1.183:8001,0.61
CCTV16,http://123.113.189.90:8001/rtp/239.3.1.184:8001,0.61
CCTV16,http://114.243.110.0:4000/rtp/239.3.1.183:8001,0.61
CCTV16,http://114.243.110.0:4000/rtp/239.3.1.184:8001,0.61
CCTV16,http://222.129.139.229:8888/rtp/239.3.1.183:8001,0.61
CCTV16,http://222.129.139.229:8888/rtp/239.3.1.184:8001,0.61
CCTV16,http://175.146.122.104:8888/rtp/232.0.0.182:1234,0.6
CCTV16,http://114.254.85.102:8888/rtp/239.3.1.183:8001,0.6
CCTV16,http://114.254.85.102:8888/rtp/239.3.1.184:8001,0.6
CCTV17,http://175.173.198.22:9009/rtp/232.0.0.230:1234,1.83
CCTV17,http://175.173.198.22:9010/rtp/232.0.0.230:1234,1.28
CCTV17,http://175.173.198.22:9020/rtp/232.0.0.230:1234,1.23
CCTV17,http://221.219.79.161:4000/rtp/239.3.1.151:8144,1.01
CCTV17,http://114.246.96.72:4000/rtp/239.3.1.151:8144,1.01
CCTV17,http://123.121.2.167:4000/rtp/239.3.1.151:8144,1.0
CCTV17,http://111.196.129.152:20000/rtp/239.3.1.151:8144,0.83
CCTV17,http://114.252.238.87:8000/rtp/239.3.1.151:8144,0.79
CCTV17,http://123.118.229.243:9090/rtp/239.3.1.151:8144,0.78
CCTV17,http://123.118.159.0:8686/rtp/239.3.1.151:8144,0.73
CCTV17,http://60.2.190.206:4000/rtp/239.253.93.150:6318,0.69
CCTV17,http://115.171.216.209:4000/rtp/225.1.8.17:8144,0.65
CCTV17,http://175.173.198.22:9001/rtp/232.0.0.230:1234,0.63
CCTV17,http://222.128.86.76:8133/rtp/239.3.1.151:8144,0.62
CCTV17,http://123.113.187.204:8000/rtp/239.3.1.151:8144,0.61
CCTV17,http://123.113.189.90:8001/rtp/239.3.1.151:8144,0.61
CCTV17,http://114.243.110.0:4000/rtp/239.3.1.151:8144,0.61
CCTV17,http://222.129.139.229:8888/rtp/239.3.1.151:8144,0.61
CCTV17,http://175.146.122.104:8888/rtp/232.0.0.230:1234,0.6
CCTV17,http://114.254.85.102:8888/rtp/239.3.1.151:8144,0.6
CCTV17,http://60.10.106.114:555/rtp/239.253.93.150:6318,0.58
CCTV世界地理,http://175.173.198.22:9009/rtp/232.0.0.63:1234,1.83
CCTV世界地理,http://175.173.198.22:9010/rtp/232.0.0.63:1234,1.28
CCTV世界地理,http://175.173.198.22:9020/rtp/232.0.0.63:1234,1.23
CCTV世界地理,http://60.2.190.206:4000/rtp/239.253.92.131:6113,0.69
CCTV世界地理,http://175.173.198.22:9001/rtp/232.0.0.63:1234,0.63
CCTV世界地理,http://175.146.122.104:8888/rtp/232.0.0.63:1234,0.6
CCTV世界地理,http://60.10.106.114:555/rtp/239.253.92.131:6113,0.58
CCTV兵器科技,http://175.173.198.22:9009/rtp/232.0.0.58:1234,1.83
CCTV兵器科技,http://175.173.198.22:9010/rtp/232.0.0.58:1234,1.28
CCTV兵器科技,http://175.173.198.22:9020/rtp/232.0.0.58:1234,1.23
CCTV兵器科技,http://60.2.190.206:4000/rtp/239.253.93.47:6435,0.69
CCTV兵器科技,http://175.173.198.22:9001/rtp/232.0.0.58:1234,0.63
CCTV兵器科技,http://175.146.122.104:8888/rtp/232.0.0.58:1234,0.6
CCTV兵器科技,http://60.10.106.114:555/rtp/239.253.93.47:6435,0.58
CCTV怀旧剧场,http://175.173.198.22:9009/rtp/232.0.0.38:1234,1.83
CCTV怀旧剧场,http://175.173.198.22:9010/rtp/232.0.0.38:1234,1.28
CCTV怀旧剧场,http://175.173.198.22:9020/rtp/232.0.0.38:1234,1.23
CCTV怀旧剧场,http://60.2.190.206:4000/rtp/239.253.93.252:6430,0.69
CCTV怀旧剧场,http://175.173.198.22:9001/rtp/232.0.0.38:1234,0.63
CCTV怀旧剧场,http://175.146.122.104:8888/rtp/232.0.0.38:1234,0.6
CCTV怀旧剧场,http://60.10.106.114:555/rtp/239.253.93.252:6430,0.58
CCTV第一剧场,http://175.173.198.22:9009/rtp/232.0.0.29:1234,1.83
CCTV第一剧场,http://175.173.198.22:9010/rtp/232.0.0.29:1234,1.28
CCTV第一剧场,http://175.173.198.22:9020/rtp/232.0.0.29:1234,1.23
CCTV第一剧场,http://60.2.190.206:4000/rtp/239.253.93.138:6428,0.69
CCTV第一剧场,http://175.173.198.22:9001/rtp/232.0.0.29:1234,0.63
CCTV第一剧场,http://175.146.122.104:8888/rtp/232.0.0.29:1234,0.6
CCTV第一剧场,http://60.10.106.114:555/rtp/239.253.93.138:6428,0.58
CCTV风云剧场,http://175.173.198.22:9009/rtp/232.0.0.45:1234,1.83
CCTV风云剧场,http://175.173.198.22:9010/rtp/232.0.0.45:1234,1.28
CCTV风云剧场,http://175.173.198.22:9020/rtp/232.0.0.45:1234,1.23
CCTV风云剧场,http://60.2.190.206:4000/rtp/239.253.93.251:6429,0.69
CCTV风云剧场,http://175.173.198.22:9001/rtp/232.0.0.45:1234,0.63
CCTV风云剧场,http://175.146.122.104:8888/rtp/232.0.0.45:1234,0.6
CCTV风云剧场,http://60.10.106.114:555/rtp/239.253.93.251:6429,0.58

卫视频道,#genre#
三沙卫视,http://221.219.79.161:4000/rtp/239.3.1.155:4120,1.01
三沙卫视,http://114.246.96.72:4000/rtp/239.3.1.155:4120,1.01
三沙卫视,http://123.121.2.167:4000/rtp/239.3.1.155:4120,1.0
三沙卫视,http://111.196.129.152:20000/rtp/239.3.1.155:4120,0.83
三沙卫视,http://114.252.238.87:8000/rtp/239.3.1.155:4120,0.79
三沙卫视,http://123.118.229.243:9090/rtp/239.3.1.155:4120,0.78
三沙卫视,http://123.118.159.0:8686/rtp/239.3.1.155:4120,0.73
三沙卫视,http://115.171.216.209:4000/rtp/225.1.8.78:4120,0.65
三沙卫视,http://222.128.86.76:8133/rtp/239.3.1.155:4120,0.62
三沙卫视,http://123.113.187.204:8000/rtp/239.3.1.155:4120,0.61
三沙卫视,http://123.113.189.90:8001/rtp/239.3.1.155:4120,0.61
三沙卫视,http://114.243.110.0:4000/rtp/239.3.1.155:4120,0.61
三沙卫视,http://222.129.139.229:8888/rtp/239.3.1.155:4120,0.61
三沙卫视,http://114.254.85.102:8888/rtp/239.3.1.155:4120,0.6
东南卫视,http://175.173.198.22:9009/rtp/232.0.0.74:1234,1.83
东南卫视,http://175.173.198.22:9010/rtp/232.0.0.74:1234,1.28
东南卫视,http://175.173.198.22:9020/rtp/232.0.0.74:1234,1.23
东南卫视,http://221.219.79.161:4000/rtp/239.3.1.156:8148,1.01
东南卫视,http://114.246.96.72:4000/rtp/239.3.1.156:8148,1.01
东南卫视,http://123.121.2.167:4000/rtp/239.3.1.156:8148,1.0
东南卫视,http://111.196.129.152:20000/rtp/239.3.1.156:8148,0.83
东南卫视,http://114.252.238.87:8000/rtp/239.3.1.156:8148,0.79
东南卫视,http://123.118.229.243:9090/rtp/239.3.1.156:8148,0.78
东南卫视,http://123.118.159.0:8686/rtp/239.3.1.156:8148,0.73
东南卫视,http://60.2.190.206:4000/rtp/239.253.92.201:6146,0.69
东南卫视,http://115.171.216.209:4000/rtp/225.1.8.149:8112,0.65
东南卫视,http://175.173.198.22:9001/rtp/232.0.0.74:1234,0.63
东南卫视,http://222.128.86.76:8133/rtp/239.3.1.156:8148,0.62
东南卫视,http://123.113.187.204:8000/rtp/239.3.1.156:8148,0.61
东南卫视,http://123.113.189.90:8001/rtp/239.3.1.156:8148,0.61
东南卫视,http://114.243.110.0:4000/rtp/239.3.1.156:8148,0.61
东南卫视,http://222.129.139.229:8888/rtp/239.3.1.156:8148,0.61
东南卫视,http://175.146.122.104:8888/rtp/232.0.0.74:1234,0.6
东南卫视,http://114.254.85.102:8888/rtp/239.3.1.156:8148,0.6
东南卫视,http://60.10.106.114:555/rtp/239.253.92.201:6146,0.58
东方卫视,http://175.173.198.22:9009/rtp/232.0.0.122:1234,1.83
东方卫视,http://175.173.198.22:9010/rtp/232.0.0.122:1234,1.28
东方卫视,http://175.173.198.22:9020/rtp/232.0.0.122:1234,1.23
东方卫视,http://221.219.79.161:4000/rtp/239.3.1.136:8032,1.01
东方卫视,http://114.246.96.72:4000/rtp/239.3.1.136:8032,1.01
东方卫视,http://123.121.2.167:4000/rtp/239.3.1.136:8032,1.0
东方卫视,http://111.196.129.152:20000/rtp/239.3.1.136:8032,0.83
东方卫视,http://114.252.238.87:8000/rtp/239.3.1.136:8032,0.79
东方卫视,http://123.118.229.243:9090/rtp/239.3.1.136:8032,0.78
东方卫视,http://123.118.159.0:8686/rtp/239.3.1.136:8032,0.73
东方卫视,http://60.2.190.206:4000/rtp/239.253.92.89:8019,0.69
东方卫视,http://115.171.216.209:4000/rtp/225.1.8.147:8192,0.65
东方卫视,http://175.173.198.22:9001/rtp/232.0.0.122:1234,0.63
东方卫视,http://222.128.86.76:8133/rtp/239.3.1.136:8032,0.62
东方卫视,http://123.113.187.204:8000/rtp/239.3.1.136:8032,0.61
东方卫视,http://123.113.189.90:8001/rtp/239.3.1.136:8032,0.61
东方卫视,http://114.243.110.0:4000/rtp/239.3.1.136:8032,0.61
东方卫视,http://222.129.139.229:8888/rtp/239.3.1.136:8032,0.61
东方卫视,http://175.146.122.104:8888/rtp/232.0.0.122:1234,0.6
东方卫视,http://114.254.85.102:8888/rtp/239.3.1.136:8032,0.6
东方卫视,http://60.10.106.114:555/rtp/239.253.92.89:8019,0.58
云南卫视,http://175.173.198.22:9009/rtp/232.0.0.40:1234,1.83
云南卫视,http://175.173.198.22:9010/rtp/232.0.0.40:1234,1.28
云南卫视,http://175.173.198.22:9020/rtp/232.0.0.40:1234,1.23
云南卫视,http://221.219.79.161:4000/rtp/239.3.1.26:8108,1.01
云南卫视,http://114.246.96.72:4000/rtp/239.3.1.26:8108,1.01
云南卫视,http://123.121.2.167:4000/rtp/239.3.1.26:8108,1.0
云南卫视,http://111.196.129.152:20000/rtp/239.3.1.26:8108,0.83
云南卫视,http://114.252.238.87:8000/rtp/239.3.1.26:8108,0.79
云南卫视,http://123.118.229.243:9090/rtp/239.3.1.26:8108,0.78
云南卫视,http://123.118.159.0:8686/rtp/239.3.1.26:8108,0.73
云南卫视,http://115.171.216.209:4000/rtp/225.1.8.139:8108,0.65
云南卫视,http://175.173.198.22:9001/rtp/232.0.0.40:1234,0.63
云南卫视,http://222.128.86.76:8133/rtp/239.3.1.26:8108,0.62
云南卫视,http://123.113.187.204:8000/rtp/239.3.1.26:8108,0.61
云南卫视,http://123.113.189.90:8001/rtp/239.3.1.26:8108,0.61
云南卫视,http://114.243.110.0:4000/rtp/239.3.1.26:8108,0.61
云南卫视,http://222.129.139.229:8888/rtp/239.3.1.26:8108,0.61
云南卫视,http://175.146.122.104:8888/rtp/232.0.0.40:1234,0.6
云南卫视,http://114.254.85.102:8888/rtp/239.3.1.26:8108,0.6
兵团卫视,http://175.173.198.22:9009/rtp/232.0.0.18:1234,1.83
兵团卫视,http://175.173.198.22:9009/rtp/232.0.0.67:1234,1.83
兵团卫视,http://175.173.198.22:9010/rtp/232.0.0.18:1234,1.28
兵团卫视,http://175.173.198.22:9010/rtp/232.0.0.67:1234,1.28
兵团卫视,http://175.173.198.22:9020/rtp/232.0.0.18:1234,1.23
兵团卫视,http://175.173.198.22:9020/rtp/232.0.0.67:1234,1.23
兵团卫视,http://221.219.79.161:4000/rtp/239.3.1.144:4120,1.01
兵团卫视,http://221.219.79.161:4000/rtp/239.3.1.48:8160,1.01
兵团卫视,http://114.246.96.72:4000/rtp/239.3.1.144:4120,1.01
兵团卫视,http://114.246.96.72:4000/rtp/239.3.1.48:8160,1.01
兵团卫视,http://123.121.2.167:4000/rtp/239.3.1.144:4120,1.0
兵团卫视,http://123.121.2.167:4000/rtp/239.3.1.48:8160,1.0
兵团卫视,http://111.196.129.152:20000/rtp/239.3.1.144:4120,0.83
兵团卫视,http://111.196.129.152:20000/rtp/239.3.1.48:8160,0.83
兵团卫视,http://114.252.238.87:8000/rtp/239.3.1.144:4120,0.79
兵团卫视,http://114.252.238.87:8000/rtp/239.3.1.48:8160,0.79
兵团卫视,http://123.118.229.243:9090/rtp/239.3.1.144:4120,0.78
兵团卫视,http://123.118.229.243:9090/rtp/239.3.1.48:8160,0.78
兵团卫视,http://123.118.159.0:8686/rtp/239.3.1.144:4120,0.73
兵团卫视,http://123.118.159.0:8686/rtp/239.3.1.48:8160,0.73
兵团卫视,http://60.2.190.206:4000/rtp/239.253.93.176:6344,0.69
兵团卫视,http://115.171.216.209:4000/rtp/225.1.8.161:8160,0.65
兵团卫视,http://115.171.216.209:4000/rtp/225.1.8.167:4120,0.65
兵团卫视,http://175.173.198.22:9001/rtp/232.0.0.18:1234,0.63
兵团卫视,http://175.173.198.22:9001/rtp/232.0.0.67:1234,0.63
兵团卫视,http://222.128.86.76:8133/rtp/239.3.1.144:4120,0.62
兵团卫视,http://222.128.86.76:8133/rtp/239.3.1.48:8160,0.62
兵团卫视,http://123.113.187.204:8000/rtp/239.3.1.144:4120,0.61
兵团卫视,http://123.113.187.204:8000/rtp/239.3.1.48:8160,0.61
兵团卫视,http://123.113.189.90:8001/rtp/239.3.1.144:4120,0.61
兵团卫视,http://123.113.189.90:8001/rtp/239.3.1.48:8160,0.61
兵团卫视,http://114.243.110.0:4000/rtp/239.3.1.144:4120,0.61
兵团卫视,http://114.243.110.0:4000/rtp/239.3.1.48:8160,0.61
兵团卫视,http://222.129.139.229:8888/rtp/239.3.1.144:4120,0.61
兵团卫视,http://222.129.139.229:8888/rtp/239.3.1.48:8160,0.61
兵团卫视,http://175.146.122.104:8888/rtp/232.0.0.18:1234,0.6
兵团卫视,http://175.146.122.104:8888/rtp/232.0.0.67:1234,0.6
兵团卫视,http://114.254.85.102:8888/rtp/239.3.1.144:4120,0.6
兵团卫视,http://114.254.85.102:8888/rtp/239.3.1.48:8160,0.6
兵团卫视,http://60.10.106.114:555/rtp/239.253.93.176:6344,0.58
北京卫视,http://175.173.198.22:9009/rtp/232.0.0.117:1234,1.83
北京卫视,http://175.173.198.22:9010/rtp/232.0.0.117:1234,1.28
北京卫视,http://175.173.198.22:9020/rtp/232.0.0.117:1234,1.23
北京卫视,http://221.219.79.161:4000/rtp/239.3.1.241:8000,1.01
北京卫视,http://114.246.96.72:4000/rtp/239.3.1.241:8000,1.01
北京卫视,http://123.121.2.167:4000/rtp/239.3.1.241:8000,1.0
北京卫视,http://111.196.129.152:20000/rtp/239.3.1.241:8000,0.83
北京卫视,http://114.252.238.87:8000/rtp/239.3.1.241:8000,0.79
北京卫视,http://123.118.229.243:9090/rtp/239.3.1.241:8000,0.78
北京卫视,http://123.118.159.0:8686/rtp/239.3.1.241:8000,0.73
北京卫视,http://60.2.190.206:4000/rtp/239.253.92.87:8014,0.69
北京卫视,http://115.171.216.209:4000/rtp/225.1.8.121:8002,0.65
北京卫视,http://115.171.216.209:4000/rtp/225.1.8.21:8002,0.65
北京卫视,http://175.173.198.22:9001/rtp/232.0.0.117:1234,0.63
北京卫视,http://222.128.86.76:8133/rtp/239.3.1.241:8000,0.62
北京卫视,http://123.113.187.204:8000/rtp/239.3.1.241:8000,0.61
北京卫视,http://123.113.189.90:8001/rtp/239.3.1.241:8000,0.61
北京卫视,http://114.243.110.0:4000/rtp/239.3.1.241:8000,0.61
北京卫视,http://222.129.139.229:8888/rtp/239.3.1.241:8000,0.61
北京卫视,http://175.146.122.104:8888/rtp/232.0.0.117:1234,0.6
北京卫视,http://114.254.85.102:8888/rtp/239.3.1.241:8000,0.6
北京卫视,http://60.10.106.114:555/rtp/239.253.92.87:8014,0.58
南方卫视,http://115.171.216.209:4000/rtp/225.1.8.225:5008,0.65
厦门卫视,http://175.173.198.22:9009/rtp/232.0.0.160:1234,1.83
厦门卫视,http://175.173.198.22:9010/rtp/232.0.0.160:1234,1.28
厦门卫视,http://175.173.198.22:9020/rtp/232.0.0.160:1234,1.23
厦门卫视,http://221.219.79.161:4000/rtp/239.3.1.143:4120,1.01
厦门卫视,http://114.246.96.72:4000/rtp/239.3.1.143:4120,1.01
厦门卫视,http://123.121.2.167:4000/rtp/239.3.1.143:4120,1.0
厦门卫视,http://111.196.129.152:20000/rtp/239.3.1.143:4120,0.83
厦门卫视,http://114.252.238.87:8000/rtp/239.3.1.143:4120,0.79
厦门卫视,http://123.118.229.243:9090/rtp/239.3.1.143:4120,0.78
厦门卫视,http://123.118.159.0:8686/rtp/239.3.1.143:4120,0.73
厦门卫视,http://115.171.216.209:4000/rtp/225.1.8.166:4120,0.65
厦门卫视,http://175.173.198.22:9001/rtp/232.0.0.160:1234,0.63
厦门卫视,http://222.128.86.76:8133/rtp/239.3.1.143:4120,0.62
厦门卫视,http://123.113.187.204:8000/rtp/239.3.1.143:4120,0.61
厦门卫视,http://123.113.189.90:8001/rtp/239.3.1.143:4120,0.61
厦门卫视,http://114.243.110.0:4000/rtp/239.3.1.143:4120,0.61
厦门卫视,http://222.129.139.229:8888/rtp/239.3.1.143:4120,0.61
厦门卫视,http://175.146.122.104:8888/rtp/232.0.0.160:1234,0.6
厦门卫视,http://114.254.85.102:8888/rtp/239.3.1.143:4120,0.6
吉林卫视,http://175.173.198.22:9009/rtp/232.0.0.180:1234,1.83
吉林卫视,http://175.173.198.22:9010/rtp/232.0.0.180:1234,1.28
吉林卫视,http://175.173.198.22:9020/rtp/232.0.0.180:1234,1.23
吉林卫视,http://221.219.79.161:4000/rtp/239.3.1.240:8172,1.01
吉林卫视,http://114.246.96.72:4000/rtp/239.3.1.240:8172,1.01
吉林卫视,http://123.121.2.167:4000/rtp/239.3.1.240:8172,1.0
吉林卫视,http://111.196.129.152:20000/rtp/239.3.1.240:8172,0.83
吉林卫视,http://114.252.238.87:8000/rtp/239.3.1.240:8172,0.79
吉林卫视,http://123.118.229.243:9090/rtp/239.3.1.240:8172,0.78
吉林卫视,http://123.118.159.0:8686/rtp/239.3.1.240:8172,0.73
吉林卫视,http://60.2.190.206:4000/rtp/239.253.92.202:6147,0.69
吉林卫视,http://115.171.216.209:4000/rtp/225.1.8.153:8200,0.65
吉林卫视,http://175.173.198.22:9001/rtp/232.0.0.180:1234,0.63
吉林卫视,http://222.128.86.76:8133/rtp/239.3.1.240:8172,0.62
吉林卫视,http://123.113.187.204:8000/rtp/239.3.1.240:8172,0.61
吉林卫视,http://123.113.189.90:8001/rtp/239.3.1.240:8172,0.61
吉林卫视,http://114.243.110.0:4000/rtp/239.3.1.240:8172,0.61
吉林卫视,http://222.129.139.229:8888/rtp/239.3.1.240:8172,0.61
吉林卫视,http://175.146.122.104:8888/rtp/232.0.0.180:1234,0.6
吉林卫视,http://114.254.85.102:8888/rtp/239.3.1.240:8172,0.6
吉林卫视,http://60.10.106.114:555/rtp/239.253.92.202:6147,0.58
四川卫视,http://175.173.198.22:9009/rtp/232.0.0.185:1234,1.83
四川卫视,http://175.173.198.22:9010/rtp/232.0.0.185:1234,1.28
四川卫视,http://175.173.198.22:9020/rtp/232.0.0.185:1234,1.23
四川卫视,http://221.219.79.161:4000/rtp/239.3.1.29:8288,1.01
四川卫视,http://114.246.96.72:4000/rtp/239.3.1.29:8288,1.01
四川卫视,http://123.121.2.167:4000/rtp/239.3.1.29:8288,1.0
四川卫视,http://111.196.129.152:20000/rtp/239.3.1.29:8288,0.83
四川卫视,http://114.252.238.87:8000/rtp/239.3.1.29:8288,0.79
四川卫视,http://123.118.229.243:9090/rtp/239.3.1.29:8288,0.78
四川卫视,http://123.118.159.0:8686/rtp/239.3.1.29:8288,0.73
四川卫视,http://60.2.190.206:4000/rtp/239.253.92.16:6043,0.69
四川卫视,http://115.171.216.209:4000/rtp/225.1.8.142:8288,0.65
四川卫视,http://175.173.198.22:9001/rtp/232.0.0.185:1234,0.63
四川卫视,http://222.128.86.76:8133/rtp/239.3.1.29:8288,0.62
四川卫视,http://123.113.187.204:8000/rtp/239.3.1.29:8288,0.61
四川卫视,http://123.113.189.90:8001/rtp/239.3.1.29:8288,0.61
四川卫视,http://114.243.110.0:4000/rtp/239.3.1.29:8288,0.61
四川卫视,http://222.129.139.229:8888/rtp/239.3.1.29:8288,0.61
四川卫视,http://175.146.122.104:8888/rtp/232.0.0.185:1234,0.6
四川卫视,http://114.254.85.102:8888/rtp/239.3.1.29:8288,0.6
四川卫视,http://60.10.106.114:555/rtp/239.253.92.16:6043,0.58
天津卫视,http://175.173.198.22:9009/rtp/232.0.0.125:1234,1.83
天津卫视,http://175.173.198.22:9010/rtp/232.0.0.125:1234,1.28
天津卫视,http://175.173.198.22:9020/rtp/232.0.0.125:1234,1.23
天津卫视,http://221.219.79.161:4000/rtp/239.3.1.141:1234,1.01
天津卫视,http://114.246.96.72:4000/rtp/239.3.1.141:1234,1.01
天津卫视,http://123.121.2.167:4000/rtp/239.3.1.141:1234,1.0
天津卫视,http://111.196.129.152:20000/rtp/239.3.1.141:1234,0.83
天津卫视,http://114.252.238.87:8000/rtp/239.3.1.141:1234,0.79
天津卫视,http://123.118.229.243:9090/rtp/239.3.1.141:1234,0.78
天津卫视,http://123.118.159.0:8686/rtp/239.3.1.141:1234,0.73
天津卫视,http://60.2.190.206:4000/rtp/239.253.92.91:8021,0.69
天津卫视,http://115.171.216.209:4000/rtp/225.1.8.136:8144,0.65
天津卫视,http://175.173.198.22:9001/rtp/232.0.0.125:1234,0.63
天津卫视,http://222.128.86.76:8133/rtp/239.3.1.141:1234,0.62
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234,0.61
天津卫视,http://123.113.189.90:8001/rtp/239.3.1.141:1234,0.61
天津卫视,http://114.243.110.0:4000/rtp/239.3.1.141:1234,0.61
天津卫视,http://222.129.139.229:8888/rtp/239.3.1.141:1234,0.61
天津卫视,http://175.146.122.104:8888/rtp/232.0.0.125:1234,0.6
天津卫视,http://114.254.85.102:8888/rtp/239.3.1.141:1234,0.6
天津卫视,http://60.10.106.114:555/rtp/239.253.92.91:8021,0.58
宁夏卫视,http://175.173.198.22:9009/rtp/232.0.0.34:1234,1.83
宁夏卫视,http://175.173.198.22:9010/rtp/232.0.0.34:1234,1.28
宁夏卫视,http://175.173.198.22:9020/rtp/232.0.0.34:1234,1.23
宁夏卫视,http://221.219.79.161:4000/rtp/239.3.1.46:8124,1.01
宁夏卫视,http://114.246.96.72:4000/rtp/239.3.1.46:8124,1.01
宁夏卫视,http://123.121.2.167:4000/rtp/239.3.1.46:8124,1.0
宁夏卫视,http://111.196.129.152:20000/rtp/239.3.1.46:8124,0.83
宁夏卫视,http://114.252.238.87:8000/rtp/239.3.1.46:8124,0.79
宁夏卫视,http://123.118.229.243:9090/rtp/239.3.1.46:8124,0.78
宁夏卫视,http://123.118.159.0:8686/rtp/239.3.1.46:8124,0.73
宁夏卫视,http://115.171.216.209:4000/rtp/225.1.8.159:8124,0.65
宁夏卫视,http://175.173.198.22:9001/rtp/232.0.0.34:1234,0.63
宁夏卫视,http://222.128.86.76:8133/rtp/239.3.1.46:8124,0.62
宁夏卫视,http://123.113.187.204:8000/rtp/239.3.1.46:8124,0.61
宁夏卫视,http://123.113.189.90:8001/rtp/239.3.1.46:8124,0.61
宁夏卫视,http://114.243.110.0:4000/rtp/239.3.1.46:8124,0.61
宁夏卫视,http://222.129.139.229:8888/rtp/239.3.1.46:8124,0.61
宁夏卫视,http://175.146.122.104:8888/rtp/232.0.0.34:1234,0.6
宁夏卫视,http://114.254.85.102:8888/rtp/239.3.1.46:8124,0.6
安徽卫视,http://175.173.198.22:9009/rtp/232.0.0.141:1234,1.83
安徽卫视,http://175.173.198.22:9010/rtp/232.0.0.141:1234,1.28
安徽卫视,http://175.173.198.22:9020/rtp/232.0.0.141:1234,1.23
安徽卫视,http://221.219.79.161:4000/rtp/239.3.1.211:8064,1.01
安徽卫视,http://114.246.96.72:4000/rtp/239.3.1.211:8064,1.01
安徽卫视,http://123.121.2.167:4000/rtp/239.3.1.211:8064,1.0
安徽卫视,http://111.196.129.152:20000/rtp/239.3.1.211:8064,0.83
安徽卫视,http://114.252.238.87:8000/rtp/239.3.1.211:8064,0.79
安徽卫视,http://123.118.229.243:9090/rtp/239.3.1.211:8064,0.78
安徽卫视,http://123.118.159.0:8686/rtp/239.3.1.211:8064,0.73
安徽卫视,http://60.2.190.206:4000/rtp/239.253.92.209:6566,0.69
安徽卫视,http://115.171.216.209:4000/rtp/225.1.8.135:8272,0.65
安徽卫视,http://175.173.198.22:9001/rtp/232.0.0.141:1234,0.63
安徽卫视,http://222.128.86.76:8133/rtp/239.3.1.211:8064,0.62
安徽卫视,http://123.113.187.204:8000/rtp/239.3.1.211:8064,0.61
安徽卫视,http://123.113.189.90:8001/rtp/239.3.1.211:8064,0.61
安徽卫视,http://114.243.110.0:4000/rtp/239.3.1.211:8064,0.61
安徽卫视,http://222.129.139.229:8888/rtp/239.3.1.211:8064,0.61
安徽卫视,http://175.146.122.104:8888/rtp/232.0.0.141:1234,0.6
安徽卫视,http://114.254.85.102:8888/rtp/239.3.1.211:8064,0.6
安徽卫视,http://60.10.106.114:555/rtp/239.253.92.209:6566,0.58
山东卫视,http://175.173.198.22:9009/rtp/232.0.0.131:1234,1.83
山东卫视,http://175.173.198.22:9010/rtp/232.0.0.131:1234,1.28
山东卫视,http://175.173.198.22:9020/rtp/232.0.0.131:1234,1.23
山东卫视,http://221.219.79.161:4000/rtp/239.3.1.209:8052,1.01
山东卫视,http://114.246.96.72:4000/rtp/239.3.1.209:8052,1.01
