奥运2024频道,#genre#
ELTA奥运1台,https://api.btbt.im/live?id=elta-oly1
ELTA奥运2台,https://api.btbt.im/live?id=elta-oly2
ELTA奥运3台,https://api.btbt.im/live?id=elta-oly3
ELTA奥运4台,https://api.btbt.im/live?id=elta-oly4
ELTA奥运5台,https://api.btbt.im/live?id=elta-oly5
ELTA奥运6台,https://api.btbt.im/live?id=elta-oly6
ELTA奥运7台,https://api.btbt.im/live?id=elta-oly7
Astro OLY 1,https://api.btbt.im/live?id=astro-oly1
Astro OLY 2,https://api.btbt.im/live?id=astro-oly2
Astro OLY 3,https://api.btbt.im/live?id=astro-oly3
Astro OLY 4,https://api.btbt.im/live?id=astro-oly4
Astro OLY 5,https://api.btbt.im/live?id=astro-oly5
MyTVSuper奥运801,https://api.btbt.im/live?id=mytvsuper-oly801
MyTVSuper奥运802,https://api.btbt.im/live?id=mytvsuper-oly802
MyTVSuper奥运803,https://api.btbt.im/live?id=mytvsuper-oly803
MyTVSuper奥运804,https://api.btbt.im/live?id=mytvsuper-oly804
MyTVSuper奥运805,https://api.btbt.im/live?id=mytvsuper-oly805
MyTVSuper奥运806,https://api.btbt.im/live?id=mytvsuper-oly806
MyTVSuper奥运807,https://api.btbt.im/live

央视频道,#genre#
2002年春晚,2002,https://txmov2.a.kwimgs.com/bs3/videohls/5255700858599864364_hls15.m3u8
2004年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5223894184413450769_hls15.m3u8
2005年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5254012008863954469_hls15.m3u8
2006年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5194339310474320155_hls15.m3u8
2007年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5219953534755647343_hls15.m3u8
2008年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5194902262344826321_hls15.m3u8
2009年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5210946337266019890_hls15.m3u8
2014年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5245286283437869627_hls15.m3u8
2019年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5222205336887088723_hls15.m3u8
2020年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5248101009010430183_hls15.m3u8
2023年春晚,https://txmov2.a.kwimgs.com/bs3/videohls/5251197255879398624_hls15.m3u8
bestv动画,http://113.9.149.250:88/hls/68/index.m3u8
bestv动画,http://113.9.152.139:88/hls/68/index.m3u8
btv卡通,http://113.9.152.139:88:9003/hls/47/index.m3u8
cgtn1,http://113.9.149.250:88/hls/73/index.m3u8
cgtn1,http://113.9.152.139:88/hls/74/index.m3u8
cgtn2,http://113.9.149.250:88/hls/74/index.m3u8
cgtn2,http://113.9.152.139:88/hls/75/index.m3u8
cgtn3,http://113.9.149.250:88/hls/75/index.m3u8
cgtn3,http://113.9.152.139:88/hls/76/index.m3u8
cgtn4,http://113.9.149.250:88/hls/76/index.m3u8
cgtn4,http://113.9.152.139:88/hls/77/index.m3u8
cgtn5,http://113.9.149.250:88/hls/77/index.m3u8
cgtn5,http://113.9.152.139:88/hls/78/index.m3u8
cgtn6,http://113.9.149.250:88/hls/78/index.m3u8
cgtn6,http://113.9.152.139:88/hls/607/index.m3u8
chc动作电影,http://113.57.109.48:1111/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
chc动作电影,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/dzdy.m3u8
chc家庭影院,http://113.57.109.48:1111/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
chc电影,http://113.57.109.48:1111/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
chc电影,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/chcdy.m3u8
gtv网络棋牌,http://113.9.149.250:88/hls/28/index.m3u8
gtv网络棋牌,http://113.9.152.139:88/hls/28/index.m3u8
newtv东北热剧,http://113.9.149.250:88/hls/137/index.m3u8
newtv东北热剧,http://113.9.152.139:88/hls/137/index.m3u8
newtv中国功夫,http://113.9.149.250:88/hls/152/index.m3u8
newtv中国功夫,http://113.9.152.139:88/hls/152/index.m3u8
newtv军事评论,http://113.9.149.250:88/hls/147/index.m3u8
newtv军事评论,http://113.9.152.139:88/hls/147/index.m3u8
newtv军旅剧场,http://113.9.149.250:88/hls/140/index.m3u8
newtv军旅剧场,http://113.9.152.139:88/hls/140/index.m3u8
newtv农业致富,http://113.9.149.250:88/hls/148/index.m3u8
newtv农业致富,http://113.9.152.139:88/hls/148/index.m3u8
newtv古装剧场,http://113.9.149.250:88/hls/139/index.m3u8
newtv古装剧场,http://113.9.152.139:88/hls/139/index.m3u8
newtv家庭剧场,http://113.9.149.250:88/hls/142/index.m3u8
newtv家庭剧场,http://113.9.152.139:88/hls/142/index.m3u8
newtv怡伴健康,http://113.9.149.250:88/hls/149/index.m3u8
newtv怡伴健康,http://113.9.152.139:88/hls/149/index.m3u8
newtv惊悚悬疑,http://113.9.149.250:88/hls/145/index.m3u8
newtv惊悚悬疑,http://113.9.152.139:88/hls/145/index.m3u8
newtv欢乐剧场,http://113.9.149.250:88/hls/138/index.m3u8
newtv欢乐剧场,http://113.9.152.139:88/hls/138/index.m3u8
newtv武博世界,http://113.9.149.250:88/hls/151/index.m3u8
newtv武博世界,http://113.9.152.139:88/hls/151/index.m3u8
newtv潮妈辣妹,http://113.9.149.250:88/hls/150/index.m3u8
newtv潮妈辣妹,http://113.9.152.139:88/hls/150/index.m3u8
newtv炫舞未来,http://113.9.149.250:88/hls/153/index.m3u8
newtv炫舞未来,http://113.9.152.139:88/hls/153/index.m3u8
newtv爱情喜剧,http://113.9.149.250:88/hls/144/index.m3u8
newtv爱情喜剧,http://113.9.152.139:88/hls/144/index.m3u8
newtv精品体育,http://113.9.149.250:88/hls/143/index.m3u8
newtv精品体育,http://113.9.152.139:88/hls/143/index.m3u8
newtv精品动作电影,http://113.9.149.250:88/hls/130/index.m3u8
newtv精品大剧,http://113.9.149.250:88/hls/133/index.m3u8
newtv精品大剧,http://113.9.152.139:88/hls/133/index.m3u8
newtv精品纪录,http://113.9.149.250:88/hls/141/index.m3u8
newtv精品纪录,http://113.9.152.139:88/hls/141/index.m3u8
newtv超级体育,http://113.9.149.250:88/hls/135/index.m3u8
newtv超级体育,http://113.9.152.139:88/hls/135/index.m3u8
newtv超级电影,http://113.9.149.250:88/hls/134/index.m3u8
newtv超级电影,http://113.9.152.139:88/hls/134/index.m3u8
newtv超级综艺,http://113.9.149.250:88/hls/136/index.m3u8
newtv超级综艺,http://113.9.152.139:88/hls/136/index.m3u8
newtv金牌综艺,http://113.9.149.250:88/hls/146/index.m3u8
newtv金牌综艺,http://113.9.152.139:88/hls/146/index.m3u8
世界地理,http://113.9.149.250:88/hls/118/index.m3u8
世界地理,http://113.9.152.139:88/hls/118/index.m3u8
世界地理,http://113.9.152.139:88:9003/hls/72/index.m3u8
东北戏曲,http://113.9.152.139:88/hls/129/index.m3u8
东北戏曲频道,http://113.9.152.139:88/hls/129/index.m3u8
东台综合频道,http://dongtaitvhls.cm.jstv.com/dongtaitv/dongtaizonghe.m3u8?zjiangsd
东方财经,http://113.9.149.250:88/hls/84/index.m3u8
东方财经,http://113.9.152.139:88/hls/84/index.m3u8
中华特产,http://113.9.149.250:88/hls/107/index.m3u8
中华特产,http://113.9.152.139:88/hls/107/index.m3u8
中国天气,http://113.9.149.250:88/hls/691/index.m3u8
中国天气,http://113.9.152.139:88/hls/691/index.m3u8
中国天气,http://113.9.152.139:88:9003/hls/35/index.m3u8
中学生,http://113.9.149.250:88/hls/103/index.m3u8
中学生,http://113.9.152.139:88/hls/695/index.m3u8
乐游频道,http://113.9.149.250:88/hls/114/index.m3u8
乐游频道,http://113.9.152.139:88/hls/114/index.m3u8
乐游频道,http://113.9.152.139:88:9003/hls/64/index.m3u8
优优宝贝,http://113.9.149.250:88/hls/127/index.m3u8
优优宝贝,http://113.9.152.139:88/hls/127/index.m3u8
优优宝贝,http://113.9.152.139:88:9003/hls/38/index.m3u8
优漫卡通,http://113.9.149.250:88/hls/69/index.m3u8
优漫卡通,http://113.9.152.139:88/hls/69/index.m3u8
优漫卡通,http://113.9.152.139:88:9003/hls/45/index.m3u8
先锋乒羽,http://113.9.149.250:88/hls/79/index.m3u8
先锋乒羽,http://113.9.152.139:88/hls/79/index.m3u8
先锋乒羽,http://113.9.152.139:88:9003/hls/53/index.m3u8
全纪实,http://113.9.149.250:88/hls/90/index.m3u8
动漫秀场,http://113.9.149.250:88/hls/71/index.m3u8
动漫秀场,http://113.9.152.139:88/hls/71/index.m3u8
动漫秀场,http://113.9.152.139:88:9003/hls/39/index.m3u8
南宁影视,http://hls.nntv.cn/nnlive/nntv_vod_a.m3u8
卡酷少儿,http://110.241.190.30:808/hls/46/index.m3u8
咪咕精彩体育,http://113.9.149.250:88/hls/304/index.m3u8
哈哈炫动,http://113.9.152.139:88:9003/hls/42/index.m3u8
哈尔滨娱乐,http://113.9.152.139:88:9003/hls/32/index.m3u8
哈尔滨娱乐台,http://113.9.149.250:88/hls/122/index.m3u8
哈尔滨娱乐台,http://113.9.152.139:88/hls/122/index.m3u8
哈尔滨影视,http://113.9.152.139:88:9003/hls/29/index.m3u8
哈尔滨影视台,http://113.9.149.250:88/hls/124/index.m3u8
哈尔滨影视台,http://113.9.152.139:88/hls/124/index.m3u8
哈尔滨新闻综合,http://113.9.149.250:88/hls/25/index.m3u8
哈尔滨新闻综合,http://113.9.152.139:88/hls/25/index.m3u8
哈尔滨新闻综合,http://113.9.152.139:88:9003/hls/28/index.m3u8
哈尔滨生活,http://113.9.152.139:88:9003/hls/30/index.m3u8
哈尔滨生活台,http://113.9.149.250:88/hls/109/index.m3u8
哈尔滨生活台,http://113.9.152.139:88/hls/123/index.m3u8
哈尔滨都市台,http://113.9.152.139:88/hls/472/index.m3u8
哈尔滨都市资讯,http://113.9.149.250:88/hls/472/index.m3u8
哈尔滨都市资讯,http://113.9.152.139:88/hls/472/index.m3u8
哒啵赛事,http://113.9.149.250:88/hls/301/index.m3u8
嘉佳卡通,http://113.9.149.250:88/hls/70/index.m3u8
嘉佳卡通,http://113.9.152.139:88/hls/70/index.m3u8
嘉佳卡通,http://113.9.152.139:88:9003/hls/44/index.m3u8
四海钓鱼,http://113.9.149.250:88/hls/86/index.m3u8
四海钓鱼,http://113.9.152.139:88/hls/86/index.m3u8
四海钓鱼,http://113.9.152.139:88:9003/hls/49/index.m3u8
国学频道,http://113.9.149.250:88/hls/104/index.m3u8
国学频道,http://113.9.152.139:88/hls/104/index.m3u8
国学频道,http://113.9.152.139:88:9003/hls/61/index.m3u8
大丰公共频道,http://dafengtvhls.cm.jstv.com/dafengtv/dafenget.m3u8?zjiangsd
大丰新闻综合,http://dafengtvhls.cm.jstv.com/dafengtv/dafengyt.m3u8
天元围棋,http://113.9.149.250:88/hls/128/index.m3u8
天元围棋,http://113.9.152.139:88/hls/128/index.m3u8
天元围棋,http://113.9.152.139:88:9003/hls/55/index.m3u8
央广文化精品,http://113.9.149.250:88/hls/161/index.m3u8
央广文化精品,http://113.9.152.139:88/hls/784/index.m3u8
央视台球,http://113.9.149.250:88/hls/158/index.m3u8
央视台球,http://113.9.152.139:88/hls/783/index.m3u8
央视台球,http://113.9.152.139:88:9003/hls/51/index.m3u8
央视文化精品,http://113.9.152.139:88:9003/hls/36/index.m3u8
女性时尚,http://113.9.152.139:88/hls/782/index.m3u8
女性时尚,http://113.9.152.139:88:9003/hls/70/index.m3u8
家庭理财,http://113.9.149.250:88/hls/88/index.m3u8
家庭理财,http://113.9.152.139:88/hls/88/index.m3u8
家庭理财,http://113.9.152.139:88:9003/hls/79/index.m3u8
家有购物,http://113.9.152.139:88/hls/627/index.m3u8
广西南宁影视娱乐,http://hls.nntv.cn/nnlive/nntv_vod_a.m3u8
广西南宁新闻综合,http://hls.nntv.cn/nnlive/nntv_news_a.m3u8
快乐垂的,http://113.9.149.250:88/hls/87/index.m3u8
快乐垂钓,http://113.57.109.48:1111/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://113.9.152.139:88/hls/87/index.m3u8
快乐垂钓,http://113.9.152.139:88:9003/hls/50/index.m3u8
怀旧剧场,http://110.241.190.30:808/hls/56/index.m3u8
摄影频道,http://113.9.149.250:88/hls/97/index.m3u8
摄影频道,http://113.9.152.139:88/hls/97/index.m3u8
文物宝库,http://113.9.149.250:88/hls/89/index.m3u8
文物宝库,http://113.9.152.139:88/hls/89/index.m3u8
文物宝库,http://113.9.152.139:88:9003/hls/60/index.m3u8
新动漫,http://113.9.149.250:88/hls/85/index.m3u8
新动漫,http://113.9.152.139:88/hls/85/index.m3u8
新动漫,http://113.9.152.139:88:9003/hls/41/index.m3u8
新闻综合,http://113.9.149.250:88/hls/63/index.m3u8
新闻综合,http://113.9.152.139:88/hls/63/index.m3u8
新闻综合1,http://113.9.149.250:88/hls/64/index.m3u8
新闻综合1,http://113.9.152.139:88/hls/64/index.m3u8
新闻综合2,http://113.9.149.250:88/hls/65/index.m3u8
新闻综合2,http://113.9.152.139:88/hls/65/index.m3u8
新闻综合3,http://113.9.149.250:88/hls/66/index.m3u8
新闻综合3,http://113.9.152.139:88/hls/66/index.m3u8
早期教育,http://113.9.149.250:88/hls/157/index.m3u8
早期教育,http://113.9.152.139:88/hls/769/index.m3u8
早期教育,http://113.9.152.139:88:9003/hls/46/index.m3u8
春晚1986,https://txmov2.a.kwimgs.com/bs3/videohls/5231493982164619599_hls15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/videohls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/videohls/5216575810935394655_hlsb.m3u8
春晚1991,https://txmov2.a.kwimgs.com/bs3/videohls/5210664837540712798_hls15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/videohls/5256826755663896297_hls15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/videohls/5217420261875933947_hls15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/videohls/5255137907893179578_hls15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/videohls/5230649583590411879_hls15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/videohls/5225864507896315430_hls15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/videohls/5258234133675308186_hls15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/videohls/5228960735897942616_hls15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/videohls/5255700858599864364_hls15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/videohls/5254012008863954469_hls15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/videohls/5194339310474320155_hls15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/videohls/5219953534755647343_hls15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/videohls/5210946337266019890_hls15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/videohls/5245286283437869627_hls15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/videohls/5222205336887088723_hls15.m3u8
梨园频道,http://113.9.149.250:88/hls/105/index.m3u8
梨园频道,http://113.9.152.139:88/hls/105/index.m3u8
梨园频道,http://113.9.152.139:88:9003/hls/59/index.m3u8
欢乐剧场4k,http://113.9.152.139:88/hls/111/index.m3u8
欢笑剧场,http://113.9.152.139:88:9003/hls/67/index.m3u8
欢笑剧场4k,http://113.9.149.250:88/hls/27/index.m3u8
武术世界,http://113.9.149.250:88/hls/162/index.m3u8
武术世界,http://113.9.152.139:88:9003/hls/63/index.m3u8
武术频道,http://113.9.152.139:88/hls/764/index.m3u8
河北公共,http://110.241.190.30:808/hls/62/index.m3u8
河北农民,http://110.241.190.30:808/hls/63/index.m3u8
河北少儿,http://110.241.190.30:808/hls/61/index.m3u8
河北影视,http://110.241.190.30:808/hls/60/index.m3u8
河北经济,http://110.241.190.30:808/hls/58/index.m3u8
河北都市,http://110.241.190.30:808/hls/59/index.m3u8
法制天地,http://113.9.149.250:88/hls/81/index.m3u8
法制天地,http://113.9.152.139:88/hls/81/index.m3u8
法制天地,http://113.9.152.139:88:9003/hls/73/index.m3u8
海安新闻综合,http://haiantvhls.cm.jstv.com/haiantv/haaxwzh.m3u8?zjiangsd
淮阴影院频道,http://huaiyintvhls.cm.jstv.com/huaiyintv/hyys.m3u8?zjiangsd
淮阴综合频道,http://dongtaitvhls.cm.jstv.com/dongtaitv/dongtaizonghe.m3u8?zjiangsd
游戏风云,http://113.9.149.250:88/hls/106/index.m3u8
游戏风云,http://113.9.152.139:88/hls/106/index.m3u8
游戏风云,http://113.9.152.139:88:9003/hls/52/index.m3u8
湖北影视,http://113.57.109.48:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
湖北生活,http://113.57.109.48:1111/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://113.9.149.250:88/hls/72/index.m3u8
炫动卡通,http://113.9.152.139:88/hls/72/index.m3u8
热播鉴赏,http://113.9.152.139:88:9003/hls/33/index.m3u8
环球旅游,http://113.9.149.250:88/hls/101/index.m3u8
环球旅游,http://113.9.152.139:88/hls/101/index.m3u8
生态环境,http://113.9.149.250:88/hls/112/index.m3u8
生态环境,http://113.9.152.139:88/hls/112/index.m3u8
生态环境,http://113.9.152.139:88:9003/hls/78/index.m3u8
生活时尚,http://113.9.149.250:88/hls/91/index.m3u8
生活时尚,http://113.9.152.139:88/hls/91/index.m3u8
生活时尚,http://113.9.152.139:88:9003/hls/65/index.m3u8
电影1,http://113.9.149.250:88/hls/154/index.m3u8
电影1,http://113.9.152.139:88/hls/154/index.m3u8
电影2,http://113.9.149.250:88/hls/155/index.m3u8
电影2,http://113.9.152.139:88/hls/155/index.m3u8
电视指南,http://113.9.149.250:88/hls/163/index.m3u8
电视指南,http://113.9.152.139:88/hls/786/index.m3u8
电视指南,http://113.9.152.139:88:9003/hls/37/index.m3u8
第一剧场,http://113.57.109.48:1111/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
精彩体育,http://113.9.152.139:88/hls/304/index.m3u8
纪实人文,http://113.9.149.250:88/hls/83/index.m3u8
纪实人文,http://113.9.152.139:88/hls/83/index.m3u8
纪实人文,http://113.9.152.139:88:9003/hls/74/index.m3u8
经济法制,http://113.9.149.250:88/hls/126/index.m3u8
经济法制,http://113.9.152.139:88/hls/92/index.m3u8
经济法制,http://113.9.152.139:88:9003/hls/71/index.m3u8
网络棋牌,http://113.9.152.139:88:9003/hls/56/index.m3u8
美术频道,http://113.9.149.250:88/hls/102/index.m3u8
美术频道,http://113.9.152.139:88/hls/102/index.m3u8
美术频道,http://113.9.152.139:88:9003/hls/48/index.m3u8
老故事,http://113.9.149.250:88/hls/93/index.m3u8
老故事,http://113.9.152.139:88/hls/93/index.m3u8
老故事,http://113.9.152.139:88:9003/hls/68/index.m3u8
节目介绍,http://113.9.149.250:88/hls/117/index.m3u8
节目介绍,http://113.9.152.139:88/hls/117/index.m3u8
茶频道,http://113.9.149.250:88/hls/110/index.m3u8
茶频道,http://113.9.152.139:88/hls/110/index.m3u8
茶频道,http://113.9.152.139:88:9003/hls/57/index.m3u8
证券服务,http://113.9.149.250:88/hls/115/index.m3u8
证券服务,http://113.9.152.139:88/hls/115/index.m3u8
证券服务,http://113.9.152.139:88/hls/768/index.m3u8
证券服务,http://113.9.152.139:88:9003/hls/77/index.m3u8
财富天下,http://113.9.149.250:88/hls/99/index.m3u8
财富天下,http://113.9.152.139:88/hls/99/index.m3u8
财富天下,http://113.9.152.139:88:9003/hls/75/index.m3u8
足球频道,http://110.241.190.30:808/hls/55/index.m3u8
车迷频道,http://113.9.149.250:88/hls/108/index.m3u8
车迷频道,http://113.9.152.139:88/hls/108/index.m3u8
车迷频道,http://113.9.152.139:88:9003/hls/54/index.m3u8
辽宁体育,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/lnty.m3u8
辽宁公共,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/lngg.m3u8
辽宁生活,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/lnsh.m3u8
辽宁经济,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/lnjj.m3u8
辽宁都市,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/lnds.m3u8
辽宁青少,http://59.44.203.42:9901http://www.zhongyunkj.com:58008/paiptv/lnqs.m3u8
都市剧场,http://113.9.149.250:88/hls/80/index.m3u8
都市剧场,http://113.9.152.139:88/hls/125/index.m3u8
都市剧场,http://113.9.152.139:88:9003/hls/66/index.m3u8
金色学堂,http://113.9.149.250:88/hls/82/index.m3u8
金色学堂,http://113.9.152.139:88/hls/82/index.m3u8
金色学堂,http://113.9.152.139:88:9003/hls/40/index.m3u8
金鹰卡通,http://110.241.190.30:808/hls/50/index.m3u8
金鹰卡通,http://113.9.149.250:88/hls/67/index.m3u8
金鹰卡通,http://113.9.152.139:88/hls/67/index.m3u8
金鹰卡通,http://113.9.152.139:88:9003/hls/43/index.m3u8
金鹰纪实,http://113.57.109.48:1111/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
陶瓷频道,http://113.9.152.139:88:9003/hls/62/index.m3u8
靓装,http://113.9.152.139:88:9003/hls/76/index.m3u8
靓装频道,http://113.9.152.139:88/hls/766/index.m3u8
风云剧场,http://110.241.190.30:808/hls/57/index.m3u8
风云足球,http://113.57.109.48:1111/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://113.9.149.250:88/hls/156/index.m3u8
风云足球,http://113.9.152.139:88/hls/156/index.m3u8
风云音乐,http://113.9.149.250:88/hls/113/index.m3u8
风云音乐,http://113.9.152.139:88/hls/785/index.m3u8
风云音乐,http://113.9.152.139:88:9003/hls/69/index.m3u8
风尚购物,http://113.9.152.139:88/hls/643/index.m3u8
魅力足球,http://113.9.149.250:88/hls/98/index.m3u8
魅力足球,http://113.9.152.139:88/hls/98/index.m3u8
魅力足球,http://113.9.152.139:88:9003/hls/58/index.m3u8
黑莓动画,http://113.9.149.250:88/hls/300/index.m3u8
黑莓电影,http://113.9.149.250:88/hls/119/index.m3u8
黑莓电影,http://113.9.152.139:88/hls/119/index.m3u8
黑莓电影,http://113.9.152.139:88:9003/hls/114/index.m3u8
黑龙江公共农业,http://113.9.149.250:88/hls/21/index.m3u8
黑龙江公共农业,http://113.9.152.139:88/hls/21/index.m3u8
黑龙江公共农业,http://113.9.152.139:88:9003/hls/26/index.m3u8
黑龙江少儿,http://113.9.149.250:88/hls/22/index.m3u8
黑龙江少儿,http://113.9.152.139:88/hls/22/index.m3u8
黑龙江少儿,http://113.9.152.139:88:9003/hls/27/index.m3u8
黑龙江影视,http://113.9.149.250:88/hls/24/index.m3u8
黑龙江影视,http://113.9.152.139:88/hls/24/index.m3u8
黑龙江影视,http://113.9.152.139:88:9003/hls/23/index.m3u8
黑龙江文体,http://113.9.149.250:88/hls/23/index.m3u8
黑龙江文体,http://113.9.152.139:88/hls/23/index.m3u8
黑龙江文体,http://113.9.152.139:88:9003/hls/25/index.m3u8
黑龙江新闻,http://113.9.149.250:88/hls/20/index.m3u8
黑龙江新闻,http://113.9.152.139:88/hls/20/index.m3u8
黑龙江新闻,http://113.9.152.139:88:9003/hls/22/index.m3u8
黑龙江都市,http://113.9.149.250:88/hls/19/index.m3u8
黑龙江都市,http://113.9.152.139:88/hls/19/index.m3u8
黑龙江都市,http://113.9.152.139:88:9003/hls/24/index.m3u8
齐齐哈尔公共2,http://113.9.149.250:88/hls/92/index.m3u8


电视剧,#genre#
电视剧频道1,http://zby.xjqxz.top/dsdsj1/live.m3u8
电视剧频道2,http://zby.xjqxz.top/dsdsj2/live.m3u8
电视剧频道3,http://zby.xjqxz.top/dsdsj3/live.m3u8
电视剧频道4,http://zby.xjqxz.top/gzwxj/live.m3u8
电视剧频道5,http://zby.xjqxz.top/gzgdj/live.m3u8
电视剧频道6,http://zby.xjqxz.top/gzdsj1/live.m3u8
电视剧频道7,http://zby.xjqxz.top/gzdsj2/live.m3u8
电视剧频道8,http://zby.xjqxz.top/gzdsj3/live.m3u8
电视剧频道9,http://zby.xjqxz.top/gzdsj4/live.m3u8
电视剧频道10,http://zby.xjqxz.top/gzdsj5/live.m3u8
电视剧频道11,http://zby.xjqxz.top/kzzypd2/live.m3u8
电视剧频道12,http://zby.xjqxz.top/kzzypd/live.m3u8
电视剧频道13,http://zby.xjqxz.top/dzzypd/live.m3u8
电视剧频道14,http://zby.xjqxz.top/dzzypd2/live.m3u8
电视剧频道15,http://zby.xjqxz.top/dzzypd3/live.m3u8
康熙微服私访记,http://zby.xjqxz.top/kxwfxhj/live.m3u8
甄嬛传,http://zby.xjqxz.top/live8/live.m3u8



虎牙电影,#genre#
火影忍者,http://mtw.so/5FCWPi
星爷,http://mtw.so/6oKdhX
林正英,http://mtw.so/5FCWRo
动作电影,http://mtw.so/6he0fm
李连杰,http://mtw.so/69HNaP
埋堆堆,http://cfss.cc/cdn/hy/23903130.flv
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
周星驰,http://cfss.cc/cdn/hy/11336587.flv
剧集_地下交通站,http://cfss.cc/cdn/hy/11342433.flv
剧集_邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
搞笑_陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv
电影_超异能族,http://cfss.cc/cdn/hy/21059586.flv
电影_古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
电影_镖行天下,http://cfss.cc/cdn/hy/11352969.flv
电影_高能反转,http://cfss.cc/cdn/hy/11352887.flv
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影_搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影_死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影_变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影_怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
剧集_雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
剧集_士兵突击,http://cfss.cc/cdn/hy/11342430.flv
剧集_爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
剧集_武林外传,http://cfss.cc/cdn/hy/21059598.flv
杰森·斯坦森,http://cfss.cc/cdn/hy/21059588.flv

斗鱼电影,#genre#
备用,http://diyp.112114.xyz/douyu/2758565
可乐电影,http://diyp.112114.xyz/douyu/20415
美食舌尖上的火锅,http://diyp.112114.xyz/douyu/9650849
美食舌尖上的早餐,http://diyp.112114.xyz/douyu/5451871
金庸武侠剧,http://diyp.112114.xyz/douyu/7644931
古装 ,http://diyp.112114.xyz/douyu/1041513
韦小宝,http://diyp.112114.xyz/douyu/7473576
抗战大剧,http://diyp.112114.xyz/douyu/9738876
贝贝,http://diyp.112114.xyz/douyu/431460
一个甜牛奶,http://diyp.112114.xyz/douyu/7494871
